id,username,created_at,lng,lat,text
1517676872938582016,laclutchwadejr,Sat Apr 23 01:28:58 +0000 2022,-117.90564549999999,33.6636085,MY FUCKINF RIGHTS ONGHSIDH
1517676876189347841,everyEarthquake,Sat Apr 23 01:28:59 +0000 2022,-122.8099976,38.8334999,"USGS reports a M1.14 earthquake, 8km W of Cobb, CA on 4/23/22 @ 1:26:10 UTC https://t.co/Y25Hfv2WI8 #earthquake"
1517676881939558401,CardsBBFan,Sat Apr 23 01:29:00 +0000 2022,-118.9188865,34.188478,Hell yes!
1517676888856178693,mediamallrat,Sat Apr 23 01:29:02 +0000 2022,-117.2548198,32.79688101,"I'm at Backyard Kitchen &amp; Tap in San Diego, Calif https://t.co/hilECb5qZA"
1517676892379238401,chvpofades,Sat Apr 23 01:29:02 +0000 2022,-118.4119065,34.0207895,@sentrock Same man
1517676894862209024,mandrews93DFS,Sat Apr 23 01:29:03 +0000 2022,-117.104989,32.810012,I hear a lot of FPL managers are not going with Salah captain … did you not learn? https://t.co/KRDEhQ3UdP
1517676896342790144,burrrgers,Sat Apr 23 01:29:03 +0000 2022,-118.4119065,34.0207895,@freyas_house Good riddance! That dude was the worst
1517676900142907392,swatishetty,Sat Apr 23 01:29:04 +0000 2022,-118.4119065,34.0207895,Home grown #artichoke https://t.co/oewjLHlj7j
1517676904559431682,skotterbutt,Sat Apr 23 01:29:05 +0000 2022,-122.3306025,47.614817,Wild https://t.co/8j9XU1V2WL
1517676907252228096,ValerioCNN,Sat Apr 23 01:29:06 +0000 2022,-118.4119065,34.0207895,DC Van Ness Shooting — News conference expected shortly. Watch.
1517676925547732998,gohumble,Sat Apr 23 01:29:10 +0000 2022,-117.397616,33.935822,Maybe I need to chill with the Wordle posts…..
1517676936561979393,pdxbporter,Sat Apr 23 01:29:13 +0000 2022,-122.630908,45.536402,@Mastura312 @DearAuntCrabby @ksorbs Who doesn't love a good Spit-take?!?!
1517676938520793088,ARTICANNABELLUM,Sat Apr 23 01:29:13 +0000 2022,-123.1224015,44.065621,THE FLOORSOAP/FUEL LAVA TREE IS THE SOURCE FOR HEXAHYDRACHROMIUM I JOKINGLY CALL UNOBTAINABLE
1517676945294692354,chinaarancibia,Sat Apr 23 01:29:15 +0000 2022,-116.95405483,32.61617112,Just posted a photo @ High Tech High Chula Vista https://t.co/5y2LGaFfkE
1517676948683558914,ABnow_Shetty,Sat Apr 23 01:29:16 +0000 2022,-119.30660750000001,37.2691755,On point. #SanFrancisco #libs #leftists #Liberals
1517676961069338624,Laughingmichell,Sat Apr 23 01:29:19 +0000 2022,-122.5889745,45.630589,@Theresaroets911 Yes I relate because i.get tired of trump followers saying dumb statements.
1517676964726775809,hawaiiancowboy,Sat Apr 23 01:29:20 +0000 2022,-119.30660750000001,37.2691755,@PLenkov Yes use to watch him too sending my condolences to his Ohana Peter Love you Braddah @PLenkov
1517676969818673156,310_Tyler,Sat Apr 23 01:29:21 +0000 2022,-118.4119065,34.0207895,Yup bet the favorites 💰💰🤡
1517676970749825024,alanlmatthews,Sat Apr 23 01:29:21 +0000 2022,-120.882482,47.273022,@riffinGay99 @TheDouggernaut There will be no George. There will only be me. And Commander Cody will make out with his sister in every film.
1517676983345328129,laclutchwadejr,Sat Apr 23 01:29:24 +0000 2022,-117.90564549999999,33.6636085,AT WORK BUT MY DAD TEXTED ME AB DUBONS PLAY AHH HE KNOWS
1517676983487848448,upc_ttc,Sat Apr 23 01:29:24 +0000 2022,-121.55177,39.1047,Just posted a photo @ Truth Tabernacle https://t.co/0dhk0L9rTy
1517676987900334080,Julia_Butters,Sat Apr 23 01:29:25 +0000 2022,-118.715914,34.139541,“Today I was able to watch history happen. A beautiful day for a groundbreaking. Thank you @bethpratt. Let the cons… https://t.co/jA8UOLgSOV
1517676990312026112,stevialeafyuck,Sat Apr 23 01:29:26 +0000 2022,-119.30660750000001,37.2691755,"@seanspicer Thank you Spice, vying for the job?"
1517676994598629376,ousdcareers,Sat Apr 23 01:29:27 +0000 2022,-122.2914041,37.844648,Become a #teacher in #Oakland. Teacher: Early Childhood Education - Early Childhood Education Department (2022-23) https://t.co/tTQX96AxEW
1517677000235700225,svnnh_wlch,Sat Apr 23 01:29:28 +0000 2022,-117.6737715,35.619701500000005,"When asked for his response to being called a liar, Kevin McCarthy  @GOPLeader said, “It’s not the case. I never as… https://t.co/o89JH1hAnS"
1517677003775913986,AnnaDelAire,Sat Apr 23 01:29:29 +0000 2022,-122.29648850000001,47.442583,#Seattle #TravelPhotography #TheFlightAttendant travels... https://t.co/ZYVS97g3DN
1517677010872504320,fatboypatts,Sat Apr 23 01:29:31 +0000 2022,-117.9248925,33.8893475,"BRO YOU HAVE A WHOLE ASS GF THATS PRETTY ASF!!! WHY YOU GON CHEAT ON HER 😭 GIVE ME HER IF YOU GON DO THAT, ILL TREAT HER BETTER."
1517677023929401346,NeezyNesss,Sat Apr 23 01:29:34 +0000 2022,-121.3603605,38.5475425,Not even over night. Just like stay here and make sure she stays asleep because her bedtime is 8:30 and she usually stays asleep til 3 am.
1517677027016421376,nco_who,Sat Apr 23 01:29:34 +0000 2022,-122.4359785,37.7706565,@gogogajman I'm 100% hyped https://t.co/69MKRmJPC2
1517677030082433024,FreeeLucifer,Sat Apr 23 01:29:35 +0000 2022,-118.4119065,34.0207895,This and tattoo prices kill me
1517677030581567488,mattgurrola,Sat Apr 23 01:29:35 +0000 2022,-121.43938349999999,38.410427999999996,10 years on this i was ahead of my time! #MyTwitterAnniversary https://t.co/aK65qBI6no
1517677034222223361,Whimsical_Charm,Sat Apr 23 01:29:36 +0000 2022,-118.4119065,34.0207895,Raiders📢 🎉Custom robe orders flooded our booth @knotts 🙏🏼🥳 DM us your request✨#WhimsicalCharm #madeintheusa… https://t.co/R9ahu2jACl
1517677036109672448,mttgza,Sat Apr 23 01:29:37 +0000 2022,-122.4359785,37.7706565,@floofy_middle @tito_swineflu @greatdebate10 @jeffreytumlin @MayUseFullLane @sfmta_muni Freeway is infrastructure.… https://t.co/OUgGf3ptbR
1517677039901237248,aaronlbarr,Sat Apr 23 01:29:38 +0000 2022,-118.1565195,34.1121555,"@BobbyBananasNFT Better call Saul for me, or narcos"
1517677045529989121,grudznske,Sat Apr 23 01:29:39 +0000 2022,-117.649072,33.5066425,@JoeGreenW @Panthersryan_77 @AlexWilfong @dtpayton @JJLahey @Jman8883 @DMRees2011 Milwalkee.....
1517677058293346304,dfjr81,Sat Apr 23 01:29:42 +0000 2022,-121.2506635,38.805335,@_willcompton You gotta shed the baby weight man. We get it. But can we talk about flip flops with pants? It’s just… https://t.co/JhUe8NAqC1
1517677061871222791,rime_salmi,Sat Apr 23 01:29:43 +0000 2022,-118.4119065,34.0207895,@lovennft beautyyyyyyyy 😍 have fun bb 💗
1517677072935571457,ChrisEdgeSports,Sat Apr 23 01:29:45 +0000 2022,-117.104989,32.810012,@sdmts @Dodgers @Padres @Dodgers are not from Earth. Theyre a bunch of aliens who abandon their children for a punc… https://t.co/yfMuTxzi74
1517677074957234176,vtucherov,Sat Apr 23 01:29:46 +0000 2022,-122.3306025,47.614817,"@ScoutRipley And gods forbid CBS Sports Network might have to move one of Tuesday's three hour blocks of ""Inside Co… https://t.co/6h8Xuwz62y"
1517677078593761280,mirandacello,Sat Apr 23 01:29:47 +0000 2022,-117.000734,46.7347065,"@ClareWheatGoo No. But it's totally worth it for the cuteness involved 💗💕💗 Hang in there Mum, you're doing great."
1517677083618537473,Sunshin72382088,Sat Apr 23 01:29:48 +0000 2022,-118.132071,34.049352,Happy Earth Day to Y'All 😍❤️⚘️🔥🌎☀️ https://t.co/RMrjKsqcUk
1517677084428013568,Michalangelo999,Sat Apr 23 01:29:48 +0000 2022,-118.4119065,34.0207895,@2treeez @MsAriesMoon RX as well as Virgo/Gemini/mercury/3rd house all involve travel/vehicles/forward movement. Wh… https://t.co/r6CtWlXYW6
1517677088760680448,Rockstarfund1,Sat Apr 23 01:29:49 +0000 2022,-120.841443,37.060965,@hoosier_patrick @juliaioffe Spoken like a true independent
1517677091298361348,musicandpost,Sat Apr 23 01:29:50 +0000 2022,-118.2445,34.0564,#FlowerFriday 🌻🌷🌻 is brought to you by this #Beautiful #Orange 🧡 #Lily 🌼 that popped up in my #Garden 🌺 this week!… https://t.co/XvuVc8Q32h
1517677092023902208,EmmaBWaldron,Sat Apr 23 01:29:50 +0000 2022,-122.4359785,37.7706565,@_scottgarcia oo thanks for the recommendation i’ll order it.. i’m back and forth because it implies consciousness is deterministic
1517677093793918976,basquiatball,Sat Apr 23 01:29:50 +0000 2022,-122.27952149999999,37.8758455,"Seriously, everybody knows the context of his career. I dont know how you minimize this- even if you attribute it entirely to chance"
1517677094439821313,SaulAlejandr00,Sat Apr 23 01:29:51 +0000 2022,-122.2286855,37.791994,@RealPaigeWWE was great as the Smackdown General Manager https://t.co/wYBQEWK0bd
1517677103767953408,Dcruz99M,Sat Apr 23 01:29:53 +0000 2022,-117.294096,34.134924999999996,@adamcarolla Crazy nuts.
1517677111997202432,terrypham,Sat Apr 23 01:29:55 +0000 2022,-118.4119065,34.0207895,@trylolli is there an FAQ or customer support for linking cards? I’ve been having issues linking my @Gemini &amp;… https://t.co/jxo0KCwIgD
1517677114442481664,erich_owens,Sat Apr 23 01:29:55 +0000 2022,-122.4359785,37.7706565,@OccupyDemocrats You’re dumb
1517677114413121538,Tynezphoto,Sat Apr 23 01:29:55 +0000 2022,-118.3598605,33.758770999999996,@kaiyhun @LevinsonArwin Beautiful
1517677117751713793,Pugetsoundmi,Sat Apr 23 01:29:56 +0000 2022,-122.5292995,47.802177,@Skunkbayweather @NWSSeattle @ScottSeattleWx @ShannonODKOMO @KClarkWx @Rebecca_Weather @AClaibonWx @MorganKIRO7… https://t.co/yVqpGLzCfk
1517677118221471744,alanlmatthews,Sat Apr 23 01:29:56 +0000 2022,-120.882482,47.273022,@TheeNelDog Sorry.
1517677118544437249,Michsteer,Sat Apr 23 01:29:56 +0000 2022,-117.7063095,33.529449,"@MelindaHoward4 Yes, very dear! He’s such a wonderful man!"
1517677120138358784,ARTICANNABELLUM,Sat Apr 23 01:29:57 +0000 2022,-123.1224015,44.065621,THE FLOORSOAP/FUEL LAVA TREE IS THE SOURCE FOR HEXAHYDRACHROMIUM I JOKINGLY CALL UNOBTAINANIUM
1517677119391748096,acruzer,Sat Apr 23 01:29:56 +0000 2022,-122.2286855,37.791994,Home! #atthecoliseum #DrumTogether https://t.co/EKZ5YihhTB
1517677122281648128,isomeme,Sat Apr 23 01:29:57 +0000 2022,-118.48042000000001,34.022688,"@YYelworc I'm making concrete plans to leave the country, possibly on short notice. I'd be happiest if I can delay… https://t.co/bYoKFyaQ1d"
1517677130330435584,shellyphu,Sat Apr 23 01:29:59 +0000 2022,-118.4119065,34.0207895,@starrymiu so prettyyyy
1517677132394074112,jessliotta,Sat Apr 23 01:30:00 +0000 2022,-122.630908,45.536402,"@SeanOnTwt @waxpancake Careful. For us, this story’s next page is sending two kids to Marine Science Sleepaway camp for a week in June 😆"
1517677137385472003,adayNU,Sat Apr 23 01:30:01 +0000 2022,-122.4359785,37.7706565,Would be a real shame if Grayson Allen took a hard foul this game
1517677137976643584,qbikmusik,Sat Apr 23 01:30:01 +0000 2022,-122.20543749999999,47.306631,@itlivesdubs @EVILNETMUSIC LMAO I FEEL THISI made a couple crazy bass fills and growls with it and then proceeded… https://t.co/R4kowEYxeD
